"","ID","Station","River","Country","Continent","Lat","Lon","Alt","N.Years","V.Qual","Year","LQ","MQ","HQ","Catchment.size","Summer.mean","Winter.mean"
"1",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1911,10.76,57.72,399.27,2667.7,58.88,16.93
"2",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"C",1912,11.89,82.36,436.08,2667.7,63.22,32.46
"3",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"C",1913,193.59,584.91,1675.58,2667.7,583.75,528.25
"4",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"C",1914,193.59,584.91,1675.58,2667.7,583.75,528.25
"5",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"C",1915,193.59,584.91,1675.58,2667.7,583.75,528.25
"6",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"C",1916,193.59,584.91,1675.58,2667.7,583.75,528.25
"7",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"C",1917,193.59,584.91,1675.58,2667.7,583.75,528.25
"8",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"C",1918,193.59,584.91,1675.58,2667.7,583.75,528.25
"9",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"C",1919,193.59,584.91,1675.58,2667.7,583.75,528.25
"10",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"C",1920,12.32,30.91,202.46,2667.7,18.31,37.59
"11",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1921,8.78,86.22,475.72,2667.7,62.63,53.82
"12",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1922,5.72,55.69,470.06,2667.7,71.2,13.61
"13",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1923,7.19,64.31,368.12,2667.7,71.14,22.9
"14",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1924,9.77,52.38,353.96,2667.7,28.4,40.81
"15",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1925,7.79,86.15,470.06,2667.7,51.61,57.72
"16",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1926,9.09,50.71,305.82,2667.7,19.81,43.83
"17",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1927,15.23,99.76,489.88,2667.7,102.35,60.48
"18",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1928,4.16,73.01,461.56,2667.7,47.55,42.31
"19",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1929,4.96,38.62,240.98,2667.7,43.47,9.87
"20",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1930,5.66,41.41,233.33,2667.7,31.77,14.99
"21",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1931,7.08,38.43,240.98,2667.7,22.14,15.8
"22",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1932,9.06,78.99,470.06,2667.7,61.78,27.12
"23",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1933,12.54,102.35,1132.67,2667.7,116.23,101.48
"24",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1934,8.13,81.62,526.69,2667.7,23,91.59
"25",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1935,6,61.36,365.29,2667.7,52.82,24.68
"26",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1936,5.61,58.05,495.54,2667.7,38.4,10.27
"27",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1937,5.66,46.17,331.31,2667.7,44.23,14.62
"28",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1938,8.78,67.97,1115.68,2667.7,51.34,22.13
"29",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1939,6.57,50.17,368.12,2667.7,31.62,16.39
"30",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1940,8.44,48.82,223.14,2667.7,25.84,27.14
"31",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1941,11.04,40.89,245.51,2667.7,30.98,42.56
"32",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1942,9.32,48.28,261.08,2667.7,46.85,27.79
"33",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1943,5.86,73.84,399.27,2667.7,91.64,20.71
"34",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1944,5.1,28.7,149.51,2667.7,25.5,11.05
"35",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1945,9.01,53.3,413.42,2667.7,45.1,31.23
"36",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1946,9.68,75.55,586.16,2667.7,50.68,58.15
"37",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1947,10.82,72.3,467.23,2667.7,49,47.55
"38",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1948,9.06,83.67,639.96,2667.7,91.01,34.94
"39",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1949,9.35,67.35,521.03,2667.7,43.66,18.92
"40",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1950,12.57,102.02,498.38,2667.7,140.33,56.7
"41",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1951,10.76,71.34,419.09,2667.7,52.08,61.28
"42",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1952,2.83,56.29,441.74,2667.7,48.66,16.63
"43",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1953,7.36,61.45,365.29,2667.7,75.58,37.08
"44",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1954,10.48,79.64,555.01,2667.7,84.93,29.19
"45",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1955,11.04,73.54,495.54,2667.7,102.17,48.47
"46",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1956,10.53,88.93,566.34,2667.7,71.8,37.47
"47",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1957,6.51,68.12,453.07,2667.7,55.06,16.84
"48",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1958,6.8,66.71,373.78,2667.7,40.25,46.03
"49",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1959,14.44,89.53,413.42,2667.7,88.16,59.21
"50",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1960,7.65,63.58,370.95,2667.7,63.69,26.37
"51",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1961,5.38,72.58,416.26,2667.7,67.65,45.24
"52",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1962,9.91,70.39,413.42,2667.7,58.86,36.44
"53",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1963,7.08,50.99,203.88,2667.7,37.66,43.6
"54",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1964,8.78,74.52,702.26,2667.7,111.29,43.38
"55",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1965,10.82,76.38,566.34,2667.7,71.32,43.72
"56",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1966,8.72,53.96,396.44,2667.7,45.21,22.89
"57",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1967,9.35,66.14,481.39,2667.7,86.66,33.96
"58",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1968,14.04,65.47,331.31,2667.7,55.29,56.54
"59",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1969,7.08,70.38,430.42,2667.7,51.02,35.43
"60",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1970,8.21,65.03,376.61,2667.7,87.51,30.4
"61",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1971,8.95,90.27,628.63,2667.7,98.25,53.34
"62",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1972,5.95,98.5,583.33,2667.7,113.67,35.68
"63",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1973,7.98,39.08,177.55,2667.7,29.88,38.25
"64",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1974,6.88,106.21,818.36,2667.7,154.73,73
"65",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1975,5.52,71.27,453.07,2667.7,101.85,49.33
"66",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1976,6.74,73.68,572,2667.7,70.82,36.68
"67",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1977,6.23,42.65,407.76,2667.7,29.21,50.25
"68",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1978,4.53,62.7,297.33,2667.7,60.02,31.07
"69",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1979,4.36,57.6,569.17,2667.7,48.88,16.68
"70",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1980,9.35,64.15,588.99,2667.7,58.03,53.32
"71",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1981,8.69,61.82,291.66,2667.7,63.07,59.78
"72",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1982,10.31,82.15,603.15,2667.7,91.93,56.51
"73",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1983,11.04,68.63,336.97,2667.7,67.63,45.14
"74",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1984,9.8,65.39,370.95,2667.7,76.77,39.9
"75",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1985,9.2,66.88,387.94,2667.7,66.19,17.39
"76",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1986,8.84,61.73,317.15,2667.7,34.74,47.17
"77",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1987,4.5,41.57,351.13,2667.7,23.64,14.91
"78",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1988,5.95,42.92,334.14,2667.7,33.51,14.95
"79",4115410,"CALDER, ID","SAINT JOE CREEK","US","North&CentralAmerica",47.2749,-116.1885,639.09,111,"A",1989,7.93,66.64,385.11,2667.7,54.22,33.48
